competitor,source_id,name,address,suburb,region,venue_type,latitude,longitude,website,source_url,scraped_at,phone,email
Villbrygg,,Vinmonopolet - Gjerdrum Torg,"Eivensstuen 2, 2022 Gjerdrum, Norway",Gjerdrum,Norway,Shops,60.070661,11.035834,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Brokelandsheia,"Brokelandsheia 20, 4993 Sundebru, Norway",Gjerstad,Norway,Shops,58.8211167,9.0719161,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Ålgård,"Ole Nielsens vei 25, 4330 Ålgård, Norway",Gjesdal,Norway,Shops,58.7704674,5.8462789,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Tjønnås Delikatesser,"Storgata 3, 2815 Gjøvik, Norway",Gjøvik,Norway,Shops,60.795677,10.6910174,http://www.tjonnas-delikatesser.com/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Gjøvik,"Jernbanesvingen 6, 2821 Gjøvik, Norway",Gjøvik,Norway,Shops,60.7999907,10.6936348,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Sandane,"Grandavegen 10, 6823 Sandane, Norway",Gloppen,Norway,Shops,61.775777,6.213592,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Gol,"Gamlevegen 33, 3550 Gol, Norway",Gol,Norway,Shops,60.7019898,8.9368763,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Gran,"Smiegata 17, 2750 Gran, Norway",Gran,Norway,Shops,60.3564334,10.5711121,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Grimstad,"Bark Silasvei 7, 4876 Grimstad, Norway",Grimstad,Norway,Shops,58.335318,8.590593,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Grimstad,"Skolegaten 1, 4876 Grimstad, Norway",Grimstad,Norway,Shops,58.3415886,8.5938854,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Opaker Gård,"Opaker 58, 2260 Kirkenær, Norway",Grue,Norway,Restaurants & bars,60.4066192,11.9997148,https://www.opaker.no/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Quality Hotel Richard With,"Havnegata 2, 8450 Stokmarknes, Norway",Hadsel,Norway,Hotel,68.568608,14.913189,https://www.strawberry.no/hotell/norge/stokmarknes/quality-hotel-richard-with/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Stokmarknes,"Markedsgata 11, 8450 Stokmarknes, Norway",Hadsel,Norway,Shops,68.5670047,14.9123584,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Halden,"Walkers gate 4, 1771 Halden, Norway",Halden,Norway,Shops,59.1215776,11.3814577,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Hamar,"Utstillingsplassen, Ringgata 53, 2318 Hamar, Norway",Hamar,Norway,Shops,60.797437,11.088241,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Hammerfest,"Sjøgata 6, 9600 Hammerfest, Norway",Hammerfest,Norway,Shops,70.663659,23.6825105,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Harstad,"Amfi Bertheus, Fjordgata 1, 9405 Harstad, Norway",Harstad,Norway,Shops,68.798987,16.5456353,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Haugesund,"Skåregata 92, 5528 Haugesund, Norway",Haugesund,Norway,Shops,59.4109372,5.2737042,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Hemsedal,"Hemsedal Meieri AS, 3560 Hemsedal, Norway",Hemsedal,Norway,Shops,60.8393242,8.6221942,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Fosnavåg,"Holmefjordvegen, 6090 Fosnavåg, Norway",Herøy (Møre Og Romsdal),Norway,Shops,62.3427945,5.6317183,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Fosnavåg,"Tollåsbakken 2, 6090 Fosnavåg, Norway",Herøy (Møre Og Romsdal),Norway,Shops,62.3426839,5.6301637,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Herøy,"Silvalveien 5, 8850 Herøyholmen, Norway",Herøy (Nordland),Norway,Shops,65.983595,12.288024,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Geilo,"Kyrkjevegen, 3580 Geilo, Norway",Hol,Norway,Shops,60.5353025,8.21046,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Vik I Hole,"Vik Torg, 3530 Røyse, Norway",Hole,Norway,Shops,60.077936,10.282437,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Holmestrand,"Hvittingfossvn. 123, 3080 Holmestrand, Norway",Holmestrand,Norway,Shops,59.4897566,10.2951329,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Holmestrand,"Langgaten 39, 3080 Holmestrand, Norway",Holmestrand,Norway,Shops,59.4872804,10.3181761,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Sande,"Kostegata 2, 3070 Sande I Vestfold, Norway",Holmestrand,Norway,Shops,59.5875169,10.2064772,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Åsgårdstrand,"Grev Wedelsgate 46, 3179 Åsgårdstrand, Norway",Horten,Norway,Shops,59.349765,10.460008,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Horten,"Teatergata 6, 3187 Horten, Norway",Horten,Norway,Shops,59.415202,10.486162,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Åsgårdstrand,"Grev Wedels gate 46, 3179 Åsgårdstrand, Norway",Horten,Norway,Shops,59.349765,10.460008,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Elnesvågen,"Bølgen Kjøpesenter, 6440 Elnesvågen, Norway",Hustadvika,Norway,Shops,62.8543365,7.1613321,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Hvaler,"Prinsebakken 3, 1680 Skjærhalden, Norway",Hvaler,Norway,Shops,59.027507,11.034178,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Nærbø,"Torggata 2, 4365 Nærbø, Norway",Hå,Norway,Shops,58.668115,5.640483,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Høyanger,"August Gunnarskogs gate 2, 6993 Høyanger, Norway",Høyanger,Norway,Shops,61.2186264,6.0727278,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Inderøy,"Nessjordet 1, 7670 Inderøy, Norway",Inderøy,Norway,Shops,63.8737553,11.2980482,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Rissa,"Rådhusveien 6, 7100 Rissa, Norway",Indre Fosen,Norway,Shops,63.58404,9.961041,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Askim,"Haugomgata 17, 1811 Askim, Norway",Indre Østfold,Norway,Shops,59.581564,11.168817,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Askim,"Haugomgata 17, 1811 Askim, Norway",Indre Østfold,Norway,Shops,59.581564,11.168817,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Mysen,"Smedgata 32, 1850 Mysen, Norway",Indre Østfold,Norway,Shops,59.5531667,11.3338883,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Karmøy,"Austre Karmøyveg 130, 4250 Kopervik, Norway",Karmøy,Norway,Shops,59.2804183,5.3033257,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Karmøy Oasen,"Austbøvegen 16, 5542 Karmsund, Norway",Karmøy,Norway,Shops,59.377929,5.307881,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Florø,"Hestenesgata 2, 6900 Florø, Norway",Kinn,Norway,Shops,61.600773,5.037081,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Måløy,"Sjøgata 34, 6700 Måløy, Norway",Kinn,Norway,Shops,61.9360128,5.1153931,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Klepp,"Jærhagen senter, Solavegen 25, 4351 Kleppe, Norway",Klepp,Norway,Shops,58.779308,5.62644,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kongsberg,"Myntgata 16, 3616 Kongsberg, Norway",Kongsberg,Norway,Shops,59.6633745,9.6477499,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kongsvinger,"Gågata 34, 2211 Kongsvinger, Norway",Kongsvinger,Norway,Shops,60.186471,12.004654,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kragerø,"Ytre Strandvei 11, 3770 Kragerø, Norway",Kragerø,Norway,Shops,58.8694172,9.4152279,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Smag & Behag,"Dronningens gate 48a, 4608 Kristiansand, Norway",Kristiansand,Norway,Restaurants & bars,58.147054,8.00101,https://smag-behag.no/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinbaren på Mølla,"Setesdalsveien 43, 4617 Kristiansand, Norway",Kristiansand,Norway,Restaurants & bars,58.1631882,7.9500895,https://www.facebook.com/Vinbaren.molla/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Grim,"Grims Torv 3, 4673 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1572233,8.0587064,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Rona,"Gamle Strømmevei 3, 4638 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1604715,8.0822301,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Sørlandsparken,"Grasdalen 16, 4636 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1809,8.12536,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Vågsbygd,"Sagmyra 7, 4624 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1113834,7.9527981,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kr.Sand Lillemarkens,"Gyldenløves gate 1C, 4611 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1453068,7.9913995,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kristiansand S Vågsbygd,"Kirsten Flagstads vei 30, 4621 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1254129,7.9540516,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Søgne,"Marie Føreids vei 10, 4640 Søgne, Norway",Kristiansand,Norway,Shops,58.0984711,7.8155566,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Sørlandssenteret,"Barstølveien 31-35, 4636 Kristiansand, Norway",Kristiansand,Norway,Shops,58.1799171,8.1295424,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kristiansund Futura,"Industriveien 17, 6517 Kristiansund, Norway",Kristiansund,Norway,Shops,63.110478,7.781075,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kristiansund N,"Arnulf Øverlands gate 2, 6509 Kristiansund N, Norway",Kristiansund,Norway,Shops,63.110626,7.73295,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Norheimsund,"Kaien 11, 5600 Norheimsund, Norway",Kvam,Norway,Shops,60.3723006,6.1462228,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Iris,"Salmon Eye, 5470 Rosendal, Norway",Kvinnherad,Norway,Restaurants & bars,59.9860347,5.9250368,https://www.restaurantiris.no/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Husnes,"Sentrumsvegen 15, 5460 Husnes, Norway",Kvinnherad,Norway,Shops,59.8620974,5.7560033,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Helgeroa,"Søndersrød, 3295 Helgeroa, Norway",Larvik,Norway,Shops,58.9940334,9.8575345,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Larvik Sentrum,"Olavs Gate 30, 3257 Larvik, Norway",Larvik,Norway,Shops,59.0537171,10.0324692,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Stavern,"Kommandør Herbstg 12, 3290 Stavern, Norway",Larvik,Norway,Shops,59.0000653,10.0342954,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Øya Larvik,"Tjøllingveien 45, 3262 Larvik, Norway",Larvik,Norway,Shops,59.0443489,10.060678,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Larvik,"Jegersborggata 4, 3256 Larvik, Norway",Larvik,Norway,Shops,59.053857,10.029257,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Stavern,"Larviksveien 12B, 3290 Stavern, Norway",Larvik,Norway,Shops,58.9999564,10.0356684,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Levanger,"Kirkegata 73, 7600 Levanger, Norway",Levanger,Norway,Shops,63.7491344,11.3026379,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Liertoppen,"Drammensveien 201, 3420 Lierskogen, Norway",Lier,Norway,Restaurants & bars,59.811291,10.30584,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lillehammer,"Storgata 62, 2609 Lillehammer, Norway",Lillehammer,Norway,Shops,61.115238,10.465818,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lillesand,"Storgata 2, 4790 Lillesand, Norway",Lillesand,Norway,Shops,58.249184,8.375967,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Strømmen,"Stasjonsveien 8, 2010 Strømmen, Norway",Lillestrøm,Norway,Shops,59.9468966,11.0051611,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Fetsund,"Gamle Fetvei 13, 1900 Fetsund, Norway",Lillestrøm,Norway,Shops,59.9281266,11.1624553,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lillestrøm,"Storgata 26, 2000 Lillestrøm, Norway",Lillestrøm,Norway,Shops,59.9575957,11.0483284,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Skedsmokorset,"Furuholtet 1, 2020 Skedsmokorset, Norway",Lillestrøm,Norway,Shops,60.000994,11.039743,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Strømmen,"Støperiveien 5, 2010 Strømmen, Norway",Lillestrøm,Norway,Shops,59.947108,11.007533,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Sørumsand,"Fru Natvigs vei 1, 1920 Sørumsand, Norway",Lillestrøm,Norway,Shops,59.987034,11.243711,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Mandal,"Skarvøyveien 16, 4517 Mandal, Norway",Lindesnes,Norway,Shops,58.029354,7.46235,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Brimibue Hotell,"Sognefjellsvegen 13, 2686 Fossbergom, Norway",Lom,Norway,Restaurants & bars,61.837211,8.567525,http://brimibuehotel.no/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Luster,"Rådhusvegen 5, 6868 Gaupne, Norway",Luster,Norway,Shops,61.403211,7.295086,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lyngdal,"Kirkeveien 3, 4580 Lyngdal, Norway",Lyngdal,Norway,Shops,58.13781,7.070376,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lødingen,"Sjøvegen 2, 8410 Lødingen, Norway",Lødingen,Norway,Shops,68.4139602,15.9977513,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Lørenskog Triaden,"Gamleveien 88, 1461 Lørenskog, Norway",Lørenskog,Norway,Shops,59.918615,10.953523,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Metro Senteret,"Bibliotekgata 30, 1473 Lørenskog, Norway",Lørenskog,Norway,Shops,59.927567,10.958371,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Løten,"Stasjonsvegen 12, 2340 Løten, Norway",Løten,Norway,Shops,60.8198227,11.3420683,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Malvik,"Sveberg Handelspark, Svebergvegen 3, 7550 Hommelvik, Norway",Malvik,Norway,Shops,63.419972,10.756192,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Ørnes,"Chr. Tidemanns vei 18, 8150 Ørnes, Norway",Meløy,Norway,Shops,66.8728429,13.7062649,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Bø,"Bøgata 36, 3800 Bø I Telemark, Norway",Midt-Telemark,Norway,Shops,59.4139783,9.064463,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Støren,"Stasjonsveien 7, 7290 Småvollan, Norway",Midtre Gauldal,Norway,Shops,63.048122,10.283079,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Vikersund,"Vikersundgata 34, 3370 Vikersund, Norway",Modum,Norway,Shops,59.965251,9.99349,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Molde,"Birger Hatlebakks veg 1, 6415 Molde, Norway",Molde,Norway,Shops,62.7375849,7.1828071,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Høyden,"Ryggeveien 96, 1528 Moss, Norway",Moss,Norway,Shops,59.4179798,10.6860453,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Mosseporten,"Patterødveien 2, 1599 Moss, Norway",Moss,Norway,Shops,59.4462476,10.7032399,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Rygge,"Carlbergveien 2, 1526 Moss, Norway",Moss,Norway,Shops,59.4160675,10.6824975,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Bardufoss,"Andsliveien 25, 9325 Bardufoss, Norway",Målselv,Norway,Shops,69.0638531,18.5048918,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Bonden & Bohemen,"Herlaugs gate 4, 7800 Namsos, Norway",Namsos,Norway,Shops,64.4670804,11.4931718,https://namsosstorsenter.no/butikker/bonden--bohemen/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Namsos,"Namsos Storsenter, Verftsgata 2, 7800 Namsos, Norway",Namsos,Norway,Shops,64.4676036,11.4913657,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Narvik,"Kongensgate 66, 8514 Narvik, Norway",Narvik,Norway,Shops,68.4416213,17.4365375,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Årnes,"Rådhusgata 11, 2150 Årnes, Norway",Nes,Norway,Shops,60.122745,11.4682217,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Signalen Sjøbad,"Tangenveien 1, 1450 Nesoddtangen, Norway",Nesodden,Norway,Restaurants & bars,59.870762,10.657047,https://www.facebook.com/signalensjobad/?locale=nb_NO,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Røtter - Nesodden,"Vestveien 51, 1452 Nesoddtangen, Norway",Nesodden,Norway,Shops,59.8559228,10.6608247,http://www.roetter.no/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Nesodden,"Vestveien 51, 1452 Nesoddtangen, Norway",Nesodden,Norway,Shops,59.8559228,10.6608247,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Nittedal,"Mattias Skytters vei 2/4, 1482 Nittedal, Norway",Nittedal,Norway,Shops,60.0468222,10.8811422,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Fagernes,"Skrautvålvegen 6, 2900 Fagernes, Norway",Nord-Aurdal,Norway,Shops,60.9862811,9.2344711,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Vinstra,"Vinstragata 96, 2640 Vinstra, Norway",Nord-Fron,Norway,Shops,61.594406,9.725899,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Nordbyveien,"Nordbyveien 41, 1406 Ski, Norway",Nordre Follo,Norway,Shops,59.7205784,10.8167822,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Meny Ski Storsenter,"Jernbanesvingen 6, 1400 Ski, Norway",Nordre Follo,Norway,Shops,59.716364,10.835714,https://meny.no/finn-butikk/,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Kolbotn,"Strandliveien 4, 1410 Ingieråsen, Norway",Nordre Follo,Norway,Shops,59.8100247,10.79992,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Ski,"Jernbanesvingen 6, 1400 Ski, Norway",Nordre Follo,Norway,Shops,59.716364,10.835714,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Dokka,"Storgata 31, 2870 Dokka, Norway",Nordre Land,Norway,Shops,60.8345399,10.0743066,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
Villbrygg,,Vinmonopolet - Storslett,"Gammen Varehus, Fosseng 2, 9151 Storslett, Norway",Nordreisa,Norway,Shops,69.7686053,21.0035188,https://vinmonopolet.no,https://villbrygg.com/en/shops,2026-08-31T20:58:04.254973+00:00,,
